Transaction_ID,Date,Customer_Type,Crop_Type,Harvest_Season,Moisture_Content_%,DM_Content_%,Quantity_MT,Price_per_MT_INR,Total_Sales_INR,Logistics_Cost_INR,Profit_Margin_%,Payment_Mode,Credit_Period_Days,Bagging_Type
TXN2022-001555,22-09-2022,Dairy Farm,Jowar,Kharif,62.3,37.7,10.52,8081,69232.12,3574.3,22.94,Cash,0,Bulk
TXN2022-004519,23-09-2022,Dairy Farm,Maize,Kharif,67.1,32.9,12.43,6834,86276.63,2208.6,15.97,UPI,0,Bulk
TXN2022-004776,23-09-2022,Co-operative,Hybrid Mix,Kharif,67.2,32.8,9.6,6631,64982.4,4010.11,10.32,UPI,0,Bags
TXN2022-005357,24-09-2022,Distributor,Hybrid Mix,Kharif,68.9,31.1,4.41,5875,28096.11,2967.27,9.55,Bank Transfer,0,Bags
TXN2022-002178,24-09-2022,Dairy Farm,Bajra,Kharif,60.7,36.2,3.48,6832,23660.52,3360.16,8.18,Credit,21,Bale-50kg
TXN2022-001336,25-09-2022,Individual Farmer,Bajra,Kharif,61.5,38.5,13.81,6830,94888.51,4718.54,17.47,Bank Transfer,0,Bale-50kg
TXN2022-001171,25-09-2022,Dairy Farm,Hybrid Mix,Kharif,61.8,38.2,10.5,5483,70612.5,2710.71,13.67,Bank Transfer,0,Bulk
TXN2022-005195,27-09-2022,Individual Farmer,Maize,Kharif,64.9,35.1,4.81,7148,39528.58,2881.28,13.35,UPI,0,Bags
TXN2022-000092,28-09-2022,Individual Farmer,Bajra,Kharif,67.4,32.6,8.23,7608,63157.02,3187.47,20.25,Credit,14,Bulk
TXN2022-000892,28-09-2022,Individual Farmer,Hybrid Mix,Kharif,65.6,34.4,6.26,6714,35225.02,3526.72,9.83,UPI,0,Bale-50kg
TXN2022-003212,29-09-2022,Individual Farmer,Jowar,Kharif,65.1,34.9,8.59,8617,75299.94,4278.22,17.76,UPI,0,Bale-50kg
TXN2022-000359,29-09-2022,Distributor,Maize,Kharif,61.3,38.7,8.26,6518,49353.5,3691.79,14.16,Bank Transfer,0,Bale-25kg
TXN2022-004757,30-09-2022,Co-operative,Maize,Kharif,62.8,37.2,3.55,6910,28740.8,2887.11,18.49,Bank Transfer,0,Bale-50kg
TXN2022-002096,01-10-2022,Co-operative,Maize,Kharif,67.8,32.2,15.57,7017,93933.81,3186.01,13.1,Credit,30,Bags
TXN2022-002440,01-10-2022,Distributor,Maize,Kharif,65.3,34.7,7.13,7039,49104.31,3647.04,13.92,Bank Transfer,0,Bags
TXN2022-002376,02-10-2022,Individual Farmer,Jowar,Kharif,68.1,31.9,10.51,7565,75072.93,4145.6,14.6,Cash,0,Bulk
TXN2022-003177,03-10-2022,Individual Farmer,Maize,Kharif,70.6,29.4,9.34,6528,71077.4,1638.36,15.85,Credit,7,Bulk
TXN2022-003099,03-10-2022,Individual Farmer,Jowar,Kharif,68,32,8,7822,59112,3582.4,16.27,UPI,0,Bulk
TXN2022-001734,04-10-2022,Individual Farmer,Maize,Kharif,65,32.8,4.94,7312,37455.08,1535.69,14.49,Bank Transfer,0,Bale-25kg
TXN2022-001977,05-10-2022,Distributor,Hybrid Mix,Kharif,68.6,31.4,17.35,5838,100630,2677.81,14.9,Bank Transfer,0,Bags
TXN2022-000247,05-10-2022,Co-operative,Maize,Kharif,63,37,11.78,6831,84073.86,4149.33,9.73,UPI,0,Bale-50kg
TXN2022-002192,05-10-2022,Distributor,Maize,Kharif,65,35.9,10.64,6794,74607.68,2772.32,12.86,Credit,21,Bale-50kg
TXN2022-004368,05-10-2022,Individual Farmer,Maize,Kharif,64.8,35.2,5.26,7012,41653.94,3787.39,18.08,Bank Transfer,0,Bags
TXN2022-000867,06-10-2022,Dairy Farm,Jowar,Kharif,66.8,33.2,12.16,8335,96513.92,4740.1,15.46,Bank Transfer,0,Bale-50kg
TXN2022-001295,07-10-2022,Dairy Farm,Hybrid Mix,Kharif,69.3,30.7,5.6,5784,31371.2,2215.53,13.09,UPI,0,Bags
TXN2022-003657,08-10-2022,Dairy Farm,Maize,Kharif,68.3,31.7,10.02,6155,55290.36,2400.72,12.41,UPI,0,Bags
TXN2022-003027,08-10-2022,Individual Farmer,Maize,Kharif,66.8,33.2,9.52,7224,59757.04,3186.27,18.39,UPI,0,Bale-25kg
TXN2022-001160,09-10-2022,Co-operative,Hybrid Mix,Kharif,60.3,39.7,4.48,5905,34289.92,2932.27,15.63,Credit,14,Bale-50kg
TXN2022-000795,10-10-2022,Dairy Farm,Maize,Kharif,64.3,35.7,11.68,6692,65618.24,2062.34,10.08,Bank Transfer,0,Bulk
TXN2022-001359,10-10-2022,Individual Farmer,Hybrid Mix,Kharif,68,32,5.79,5855,35770.62,3692.26,15.51,Bank Transfer,0,Bulk
TXN2022-004302,11-10-2022,Distributor,Bajra,Kharif,65.4,34.6,11.86,7364,74860.32,3088.58,10.87,UPI,0,Bulk
TXN2022-000185,11-10-2022,Individual Farmer,Jowar,Kharif,63.9,36.1,4.95,8745,35917.2,3079.84,19.01,Cash,0,Bale-50kg
TXN2022-005110,11-10-2022,Individual Farmer,Bajra,Kharif,69.9,30.1,4.17,6974,28793.85,1662.66,15.1,Credit,14,Bale-50kg
TXN2022-003025,12-10-2022,Dairy Farm,Hybrid Mix,Kharif,71.2,28.8,15.6,5774,106298.4,5148.15,18.07,Bank Transfer,0,Bale-50kg
TXN2022-005365,12-10-2022,Individual Farmer,Jowar,Kharif,64.1,35.9,14.55,8499,125697.45,4565.47,14.41,Bank Transfer,0,Bags
TXN2022-003349,12-10-2022,Dairy Farm,Jowar,Kharif,72,32,9.7,7817,74922.8,2810.83,15.68,Bank Transfer,0,Bags
TXN2022-002716,13-10-2022,Individual Farmer,Jowar,Kharif,72,33.1,10.86,7605,86391.3,4317.18,15.32,Cash,0,Bale-50kg
TXN2022-002323,13-10-2022,Dairy Farm,Maize,Kharif,68,32,8.52,6276,52994.4,4012.09,11.93,Cash,0,Bulk
TXN2022-004526,14-10-2022,Dairy Farm,Maize,Kharif,64.4,35.6,21.33,7040,123031.44,4923.11,13.31,Bank Transfer,0,Bags
TXN2022-003148,16-10-2022,Dairy Farm,Jowar,Kharif,61.5,38.5,15.24,7572,111861.6,2620.2,14.17,Credit,30,Bulk
TXN2022-003412,16-10-2022,Individual Farmer,Maize,Kharif,62.6,37.4,6.49,7111,39576.02,2304.9,13.37,Credit,30,Bale-50kg
TXN2022-001122,17-10-2022,Dairy Farm,Maize,Kharif,61.9,38.1,9.16,6165,72309.04,3396.88,17.73,Cash,0,Bulk
TXN2022-004732,17-10-2022,Distributor,Maize,Kharif,62.7,37.3,5.97,7009,35634.93,3755.4,9.8,UPI,0,Bags
TXN2022-002894,18-10-2022,Individual Farmer,Maize,Kharif,67.4,32.6,9.9,7202,71982.9,2247.35,14.72,UPI,0,Bale-50kg
TXN2022-004864,18-10-2022,Individual Farmer,Maize,Kharif,67.2,32.8,2.16,7242,15238.8,1965.55,10.59,Bank Transfer,0,Bale-25kg
TXN2022-005088,19-10-2022,Individual Farmer,Maize,Kharif,63,37,18.95,7338,108469.8,4575.85,13.16,Bank Transfer,0,Bale-50kg
TXN2022-001017,19-10-2022,Dairy Farm,Jowar,Kharif,66.6,33.4,18.45,8404,147507.75,4216.85,11.66,Bank Transfer,0,Bulk
TXN2022-004220,20-10-2022,Dairy Farm,Maize,Kharif,70.9,29.1,15.21,6187,88035.48,4081.33,18.8,UPI,0,Bale-50kg
TXN2022-002557,20-10-2022,Dairy Farm,Maize,Kharif,67.7,32.3,3.19,6839,22524.59,2803.79,16.54,Credit,7,Bulk
TXN2022-002198,23-10-2022,Individual Farmer,Hybrid Mix,Kharif,65.2,34.8,12.67,6680,74512.27,4847.24,15.39,Bank Transfer,0,Bale-50kg
TXN2022-005185,23-10-2022,Dairy Farm,Maize,Kharif,63.9,36.1,9.65,6894,56587.6,2755.77,16.53,UPI,0,Bulk
TXN2022-005004,23-10-2022,Dairy Farm,Jowar,Kharif,65.5,34.5,9.55,8557,66009.6,2125.95,8.83,UPI,0,Bale-50kg
TXN2022-003265,24-10-2022,Dairy Farm,Maize,Kharif,65.2,34.8,5.94,6939,42322.5,1672.89,16.3,Cash,0,Bulk
TXN2022-003278,25-10-2022,Individual Farmer,Maize,Kharif,58,42,5.8,6405,46081,3810.17,16.63,UPI,0,Bulk
TXN2022-001403,28-10-2022,Individual Farmer,Maize,Kharif,68,32,17.89,6572,130829.57,5171.13,14.43,UPI,0,Bale-25kg
TXN2022-001399,28-10-2022,Individual Farmer,Maize,Kharif,61,39,9.69,6438,65736.96,2597.82,14.36,UPI,0,Bale-50kg
TXN2022-000800,29-10-2022,Dairy Farm,Maize,Kharif,67.8,32.2,12.19,6972,75212.3,3860.94,9.76,UPI,0,Bale-50kg
TXN2022-004796,31-10-2022,Dairy Farm,Maize,Kharif,66.2,33.8,8.38,6931,50045.36,3696.92,16.13,Credit,7,Bags
TXN2022-003835,01-11-2022,Distributor,Maize,Rabi,63.3,36.7,18.85,7106,124353.45,4131.87,9.23,Cash,0,Bags
TXN2022-003781,01-11-2022,Individual Farmer,Bajra,Rabi,64.9,35.1,15.64,7517,106133.04,3236.17,15.09,UPI,0,Bulk
TXN2022-005003,01-11-2022,Distributor,Hybrid Mix,Rabi,60.5,39.5,5.89,5731,35310.55,2968.67,12.6,UPI,0,Bale-25kg
TXN2022-004143,02-11-2022,Distributor,Maize,Rabi,64.5,35.5,8.41,7127,64243.99,1792.28,12.64,Bank Transfer,0,Bale-25kg
TXN2022-000698,02-11-2022,Co-operative,Hybrid Mix,Rabi,65,36.8,8.17,6389,59444.92,1950,15.84,UPI,0,Bale-50kg
TXN2022-004699,03-11-2022,Individual Farmer,Bajra,Rabi,63.4,36.6,11.35,7252,76374.15,1992.3,14.21,UPI,0,Bulk
TXN2022-001344,03-11-2022,Individual Farmer,Bajra,Rabi,60.5,39.5,10.28,6605,65812.56,3520.91,13.52,UPI,0,Bale-50kg
TXN2022-003866,03-11-2022,Co-operative,Bajra,Rabi,67.5,32.5,9.89,7376,69249.78,2107.58,14.71,Cash,0,Bags
TXN2022-002505,03-11-2022,Individual Farmer,Maize,Rabi,64.9,33.7,3.66,7113,29012.82,2121.21,15.09,Credit,21,Bale-50kg
TXN2022-002968,05-11-2022,Co-operative,Jowar,Rabi,64.8,35.2,12.47,8006,105745.6,4127.28,14.06,Bank Transfer,0,Bulk
TXN2022-001131,05-11-2022,Distributor,Jowar,Rabi,70.8,29.2,6.66,7699,51328.62,3773.17,17.21,Cash,0,Bags
TXN2022-003575,05-11-2022,Individual Farmer,Maize,Rabi,68.8,31.2,5.67,6313,32551.47,1954.45,13.18,Cash,0,Bags
TXN2022-005464,05-11-2022,Individual Farmer,Maize,Rabi,66.3,33.7,5.06,7003,32717.96,1881.29,12.82,Bank Transfer,0,Bale-25kg
TXN2022-004272,06-11-2022,Dairy Farm,Jowar,Rabi,66.7,33.3,6.18,8381,50651.28,3534.55,18.45,UPI,0,Bale-50kg
TXN2022-002714,09-11-2022,Co-operative,Hybrid Mix,Rabi,58.3,41.7,14.3,5609,98612.8,2470.61,11.86,UPI,0,Bags
TXN2022-000964,09-11-2022,Dairy Farm,Jowar,Rabi,67.4,32.6,12.64,8082,100462.72,4400.66,11.85,UPI,0,Bale-50kg
TXN2022-001800,09-11-2022,Distributor,Hybrid Mix,Rabi,71.3,28.7,3.56,5768,25909.68,2475.14,14.59,Credit,7,Bulk
TXN2022-000761,10-11-2022,Individual Farmer,Hybrid Mix,Rabi,60.7,39.3,18.6,6084,99007.8,3682.84,15.29,UPI,0,Bale-25kg
TXN2022-004385,10-11-2022,Co-operative,Maize,Rabi,64.1,35.9,9.8,6948,57310.4,4776.6,8.3,Cash,0,Bulk
TXN2022-002658,10-11-2022,Dairy Farm,Hybrid Mix,Rabi,63.7,37.6,9.55,6374,62122.75,3533.84,9.98,UPI,0,Bulk
TXN2022-003724,11-11-2022,Co-operative,Jowar,Rabi,68.7,31.3,5.61,7632,43292.37,3912.15,16.05,Cash,0,Bale-50kg
TXN2022-003487,12-11-2022,Individual Farmer,Maize,Rabi,67,33,7.27,6889,50882.73,2603.04,17.53,UPI,0,Bulk
TXN2022-001704,13-11-2022,Dairy Farm,Bajra,Rabi,59,41,12.14,6500,91037.86,4039.76,12.07,Cash,0,Bale-50kg
TXN2022-003135,13-11-2022,Individual Farmer,Jowar,Rabi,63.4,36.6,5.77,8513,49737.4,1681.02,19.14,Cash,0,Bale-50kg
TXN2022-002254,14-11-2022,Co-operative,Bajra,Rabi,62.1,37.9,12.52,7144,96904.8,4119.05,17.34,Bank Transfer,0,Bale-50kg
TXN2022-002963,15-11-2022,Dairy Farm,Maize,Rabi,65,28.8,14.12,6811,88532.4,3736.8,14.15,Bank Transfer,0,Bags
TXN2022-001802,15-11-2022,Individual Farmer,Maize,Rabi,65,36.8,8.94,7226,69445.92,3667.61,11.6,Cash,0,Bale-50kg
TXN2022-004356,15-11-2022,Dairy Farm,Maize,Rabi,64.1,35.9,6.66,6917,43163.46,3640.35,16.62,Bank Transfer,0,Bags
TXN2022-001559,16-11-2022,Individual Farmer,Jowar,Rabi,58,42,7.51,7794,51661.29,4436.85,15.28,Bank Transfer,0,Bulk
TXN2022-000771,17-11-2022,Dairy Farm,Maize,Rabi,64.9,32.3,13.68,6690,96129.36,4648.55,16.98,Bank Transfer,0,Bulk
TXN2022-002122,17-11-2022,Individual Farmer,Jowar,Rabi,61.5,38.5,13.21,7620,105283.7,3201.38,13.01,Credit,21,Bulk
TXN2022-002295,18-11-2022,Dairy Farm,Jowar,Rabi,58,42,8.42,7630,59057.88,2189.52,15.1,Cash,0,Bags
TXN2022-003227,19-11-2022,Dairy Farm,Maize,Rabi,67.6,36.2,22.01,7120,156403.06,4156.99,14.91,UPI,0,Bale-50kg
TXN2022-004975,20-11-2022,Co-operative,Maize,Rabi,64.9,35.1,2.26,6945,15139.74,2633.94,16.98,Bank Transfer,0,Bale-50kg
TXN2022-003031,21-11-2022,Co-operative,Jowar,Rabi,63.8,36.2,15.92,8164,113461.84,2194.32,13.26,UPI,0,Bags
TXN2022-005200,21-11-2022,Dairy Farm,Maize,Rabi,63.7,38.1,14.4,6851,102110.4,2611.43,12.65,Credit,30,Bale-50kg
TXN2022-000774,21-11-2022,Dairy Farm,Jowar,Rabi,68.5,31.5,8.81,7734,65669.74,3031.32,12.9,Credit,30,Bale-50kg
TXN2022-000575,21-11-2022,Dairy Farm,Jowar,Rabi,65.1,34.9,4.57,8355,35600.3,2415.39,15.68,UPI,0,Bale-50kg
TXN2022-004614,22-11-2022,Individual Farmer,Maize,Rabi,67.6,37.2,11.75,6899,71146.25,4392.27,15.21,Bank Transfer,0,Bulk
TXN2022-003895,23-11-2022,Individual Farmer,Jowar,Rabi,59.8,40.2,15.59,7812,118842.57,3817.85,12.24,Cash,0,Bale-50kg
TXN2022-000748,23-11-2022,Individual Farmer,Jowar,Rabi,62.3,37.7,4.41,8578,38622.78,2676.59,8.23,Credit,7,Bulk
TXN2022-002200,24-11-2022,Individual Farmer,Bajra,Rabi,62.1,37.9,12.78,7496,93805.2,2737.11,15.08,UPI,0,Bale-50kg
TXN2022-003342,24-11-2022,Co-operative,Bajra,Rabi,62.7,37.3,9.16,7355,63167.36,4078.36,9.36,Bank Transfer,0,Bulk
TXN2022-000161,24-11-2022,Distributor,Hybrid Mix,Rabi,63.9,36.1,4.15,6469,23455.8,2636.85,7.36,Credit,45,Bale-50kg
TXN2022-002276,25-11-2022,Individual Farmer,Maize,Rabi,64.1,35.9,12.26,6926,80303,1819.52,17.12,UPI,0,Bags
TXN2022-002906,25-11-2022,Individual Farmer,Jowar,Rabi,58.9,41,8.48,7884,68688,2495.79,12.53,Cash,0,Bale-25kg
TXN2022-001729,26-11-2022,Individual Farmer,Bajra,Rabi,65.7,34.3,6.99,7457,46867.95,1661.68,16.77,Bank Transfer,0,Bale-50kg
TXN2022-004764,27-11-2022,Individual Farmer,Bajra,Rabi,65.2,34.8,8.27,7577,56103.68,4135.36,13.12,Credit,7,Bale-50kg
TXN2022-000331,27-11-2022,Co-operative,Jowar,Rabi,60.1,39.9,2.44,7580,20008,2146.97,17.36,Bank Transfer,0,Bags
TXN2022-003160,28-11-2022,Dairy Farm,Hybrid Mix,Rabi,64.9,35.1,25.39,6482,136902.88,5503.09,13.13,Bank Transfer,0,Bags
TXN2022-001762,28-11-2022,Dairy Farm,Hybrid Mix,Rabi,67.6,35.3,15.66,6444,92910.78,3323.52,7.84,Bank Transfer,0,Bale-50kg
TXN2022-001692,29-11-2022,Individual Farmer,Maize,Rabi,70,30,9.71,6465,65134.68,3286.18,15.7,Bank Transfer,0,Bale-25kg
TXN2022-002193,29-11-2022,Individual Farmer,Maize,Rabi,65,34.6,5.01,7048,38146.14,1923.52,13.98,Bank Transfer,0,Bags
TXN2022-005021,29-11-2022,Individual Farmer,Maize,Rabi,68.7,31.3,3.95,6328,28499.25,2666.17,11.19,UPI,0,Bulk
TXN2022-002513,30-11-2022,Co-operative,Bajra,Rabi,68.1,31.9,18.21,6725,116962.83,3129.35,14.86,Cash,0,Bale-50kg
TXN2022-002700,30-11-2022,Distributor,Maize,Rabi,58,42,9.07,6306,72922.8,4010.94,15.08,UPI,0,Bale-50kg
TXN2022-004495,30-11-2022,Individual Farmer,Maize,Rabi,67.6,32.5,8.75,6994,54223.75,2846.52,15.88,UPI,0,Bags
TXN2022-003922,01-12-2022,Dairy Farm,Maize,Rabi,65.7,34.3,7.44,6831,51097.92,2113.28,15.49,Cash,0,Bale-50kg
TXN2022-004180,02-12-2022,Dairy Farm,Maize,Rabi,64.9,34.3,13.6,6830,79505.6,4026.46,10.59,UPI,0,Bale-50kg
TXN2022-004025,02-12-2022,Individual Farmer,Maize,Rabi,62.1,37.9,6.79,7107,42763.42,3024.43,12.23,UPI,0,Bags
TXN2022-004482,03-12-2022,Distributor,Jowar,Rabi,65.1,34.9,30,8270,230790,4882.91,12.26,Cash,0,Bulk
TXN2022-004458,03-12-2022,Co-operative,Jowar,Rabi,65.3,34.7,8.68,8292,60508.28,2600.3,14.28,Cash,0,Bale-50kg
TXN2022-003245,04-12-2022,Dairy Farm,Hybrid Mix,Rabi,64.6,35.4,11.39,6341,74023.61,2596.29,9.23,Bank Transfer,0,Bale-50kg
TXN2022-002799,04-12-2022,Dairy Farm,Maize,Rabi,63.7,33.3,11.05,6674,77891.45,2465.04,11.46,UPI,0,Bags
TXN2022-001533,05-12-2022,Dairy Farm,Bajra,Rabi,65.1,34.9,21.1,7529,156203.3,2650.34,16.18,UPI,0,Bale-50kg
TXN2022-004492,05-12-2022,Dairy Farm,Maize,Rabi,68.3,31.7,12.09,5986,70678.14,4577.57,16.14,UPI,0,Bulk
TXN2022-001968,05-12-2022,Individual Farmer,Bajra,Rabi,63.2,36.8,10.91,7324,72355.12,3558.05,13.26,Cash,0,Bulk
TXN2022-001596,05-12-2022,Dairy Farm,Maize,Rabi,61,39,9.2,6294,54464,1704.6,11.64,Bank Transfer,0,Bags
TXN2022-000126,06-12-2022,Individual Farmer,Maize,Rabi,64.8,35.2,12.16,6885,91200,2247.52,10.59,Bank Transfer,0,Bags
TXN2022-001095,06-12-2022,Individual Farmer,Maize,Rabi,62.2,37.8,4.4,7084,30936.4,3308.84,19.94,Bank Transfer,0,Bulk
TXN2022-000128,06-12-2022,Dairy Farm,Bajra,Rabi,59.1,40.9,3.43,6664,28088.27,3597.29,13.38,Credit,21,Bale-50kg
TXN2022-003833,07-12-2022,Co-operative,Maize,Rabi,69.6,30.4,12.74,5952,83383.3,2475.71,17.39,Bank Transfer,0,Bags
TXN2022-000530,07-12-2022,Individual Farmer,Bajra,Rabi,67.6,32.4,11.71,7522,86080.21,2495.08,13.5,UPI,0,Bale-25kg
TXN2022-004224,07-12-2022,Co-operative,Bajra,Rabi,68.7,31.3,11.43,6497,84662.01,4492.17,8.65,Bank Transfer,0,Bags
TXN2022-001722,07-12-2022,Individual Farmer,Bajra,Rabi,61,39,8.82,6810,58035.6,2882.29,16.05,UPI,0,Bulk
TXN2022-003849,07-12-2022,Individual Farmer,Maize,Rabi,64.6,35.4,6.22,7124,48746.14,1852.18,13.74,Credit,30,Bale-50kg
TXN2022-005215,09-12-2022,Dairy Farm,Maize,Rabi,65.7,34.3,7.55,7002,59531.75,2015.21,11.3,UPI,0,Bale-50kg
TXN2022-003563,09-12-2022,Individual Farmer,Bajra,Rabi,62.6,37.4,6.67,7478,54113.71,3980.39,11.85,Bank Transfer,0,Bags
TXN2022-003057,09-12-2022,Individual Farmer,Bajra,Rabi,64,36,6.55,7500,44219.05,2259.57,15.24,Bank Transfer,0,Bulk
TXN2022-002943,09-12-2022,Dairy Farm,Bajra,Rabi,66.7,33.3,4.22,7467,32662.8,2489.55,13.35,Credit,30,Bale-50kg
TXN2022-000938,10-12-2022,Distributor,Jowar,Rabi,64,36,25.39,8204,160540.97,3188.63,13.9,UPI,0,Bags
TXN2022-005401,10-12-2022,Distributor,Maize,Rabi,65,31.3,6.14,6820,37380.32,2732.71,7.49,Credit,21,Bags
TXN2022-005017,10-12-2022,Dairy Farm,Jowar,Rabi,62.6,37.4,5.61,8317,49990.71,3102.61,15.19,Bank Transfer,0,Bale-50kg
TXN2022-000780,11-12-2022,Co-operative,Bajra,Rabi,72,40.9,12.66,6536,80340.36,4487.56,16.43,Credit,21,Bags
TXN2022-000627,11-12-2022,Individual Farmer,Maize,Rabi,71,29,11.72,6115,77469.2,4283.31,14.83,Credit,14,Bulk
TXN2022-000323,11-12-2022,Dairy Farm,Jowar,Rabi,61.8,38.2,4.64,7592,36298.72,1654.27,17.42,Cash,0,Bulk
TXN2022-002435,12-12-2022,Individual Farmer,Bajra,Rabi,67.7,32.3,15.96,7543,123099.48,5422.62,13.7,Bank Transfer,0,Bags
TXN2022-004214,12-12-2022,Distributor,Maize,Rabi,69,31,9.79,6224,63165.08,3744.91,9.12,Cash,0,Bulk
TXN2022-003390,12-12-2022,Dairy Farm,Bajra,Rabi,69.1,30.9,9.6,6831,68976,4411.05,15.69,UPI,0,Bale-50kg
TXN2022-003276,12-12-2022,Dairy Farm,Hybrid Mix,Rabi,65,32.6,7.57,6478,41854.53,4339.1,12.84,Cash,0,Bale-50kg
TXN2022-002752,12-12-2022,Individual Farmer,Hybrid Mix,Rabi,63.9,36.1,5.15,6467,32223.55,3012.51,15.83,UPI,0,Bale-50kg
TXN2022-004861,13-12-2022,Distributor,Bajra,Rabi,60.3,39.7,10.44,6471,69363.36,2908.51,10.19,Bank Transfer,0,Bulk
TXN2022-002016,13-12-2022,Co-operative,Hybrid Mix,Rabi,64.9,38,5.59,6411,42511.95,3063.06,17.31,UPI,0,Bags
TXN2022-001104,14-12-2022,Co-operative,Jowar,Rabi,62.2,37.8,14.03,8148,117739.76,3188.48,10.63,Cash,0,Bulk
TXN2022-002834,14-12-2022,Individual Farmer,Maize,Rabi,67.6,37,9.7,7142,63263.4,2553.65,14.54,Bank Transfer,0,Bale-50kg
TXN2022-001408,15-12-2022,Individual Farmer,Jowar,Rabi,64.7,35.3,13.81,8394,108974.71,3526.91,13.86,Credit,7,Bale-50kg
TXN2022-001708,16-12-2022,Individual Farmer,Bajra,Rabi,65.4,34.6,11.52,7479,84533.76,3623.05,16.07,UPI,0,Bale-50kg
TXN2022-003100,16-12-2022,Dairy Farm,Bajra,Rabi,64.7,35.3,6.76,7376,55290.04,3525.26,14.71,Cash,0,Bale-50kg
TXN2022-004917,16-12-2022,Individual Farmer,Maize,Rabi,65.2,35.4,6.18,6897,38631.18,3821.46,13.84,Credit,30,Bulk
TXN2022-002768,17-12-2022,Individual Farmer,Bajra,Rabi,62.5,37.5,12.8,7314,80550.4,4791.76,11.49,Bank Transfer,0,Bulk
TXN2022-000181,17-12-2022,Dairy Farm,Bajra,Rabi,60.5,39.5,5.94,6646,41936.4,3977.64,13.62,UPI,0,Bags
TXN2022-002610,18-12-2022,Co-operative,Jowar,Rabi,64.6,35.4,8.77,8329,68177.98,1745.86,14.32,Credit,7,Bulk
TXN2022-005186,18-12-2022,Individual Farmer,Maize,Rabi,65,37.3,5.47,6953,38011.03,3570.19,17.6,Bank Transfer,0,Bags
TXN2022-004932,19-12-2022,Distributor,Maize,Rabi,64.9,35.3,13.51,6769,101716.79,2025.33,12.28,Bank Transfer,0,Bags
TXN2022-003862,19-12-2022,Dairy Farm,Bajra,Rabi,62.8,37.2,9.06,7439,71229.72,2288.52,15.71,Bank Transfer,0,Bale-50kg
TXN2022-001538,20-12-2022,Individual Farmer,Maize,Rabi,63.7,39.9,16.56,7040,124994.88,3308.21,14.21,Cash,0,Bulk
TXN2022-000898,20-12-2022,Dairy Farm,Bajra,Rabi,62.1,37.9,8.09,7416,61063.32,2895.48,6.27,Credit,14,Bags
TXN2022-003975,20-12-2022,Dairy Farm,Bajra,Rabi,67.8,32.2,5.98,7205,42780.92,2779.71,18.83,UPI,0,Bulk
TXN2022-002965,20-12-2022,Individual Farmer,Jowar,Rabi,66.8,33.2,4.59,8473,41025.42,2400.54,18.91,Bank Transfer,0,Bags
TXN2022-005045,20-12-2022,Co-operative,Bajra,Rabi,67.4,32.6,4.27,7401,27836.13,3454.19,16.85,UPI,0,Bulk
TXN2022-003799,22-12-2022,Dairy Farm,Maize,Rabi,65,31.7,7.36,6770,48163.84,2224.39,17.14,UPI,0,Bulk
TXN2022-004038,23-12-2022,Co-operative,Maize,Rabi,58,42,9.08,6267,71414.2,1793.3,15.6,Cash,0,Bale-50kg
TXN2022-005349,25-12-2022,Dairy Farm,Jowar,Rabi,67.8,32.2,15.07,8064,106816.16,3657.58,15.86,Cash,0,Bulk
TXN2022-005204,25-12-2022,Dairy Farm,Jowar,Rabi,60.5,39.5,14.58,7448,120314.16,2322.46,13.05,Cash,0,Bags
TXN2022-002204,25-12-2022,Dairy Farm,Hybrid Mix,Rabi,69.8,30.2,13.63,5575,70494.36,3123.69,13.95,UPI,0,Bulk
TXN2022-005016,25-12-2022,Co-operative,Bajra,Rabi,65.6,34.4,3.46,7328,24735.54,1499,16.08,Bank Transfer,0,Bulk
TXN2022-000286,26-12-2022,Dairy Farm,Bajra,Rabi,58.5,41.5,9.09,6729,62093.79,2325.14,12.95,UPI,0,Bulk
TXN2022-002369,26-12-2022,Individual Farmer,Bajra,Rabi,60.9,39.1,8.57,6944,65963.29,3087.85,16.48,UPI,0,Bale-50kg
TXN2022-001587,27-12-2022,Individual Farmer,Bajra,Rabi,69.6,30.4,23.28,7034,179628.48,4829.6,16.54,Credit,30,Bale-25kg
TXN2022-004673,28-12-2022,Individual Farmer,Hybrid Mix,Rabi,67.3,32.7,8.59,6666,66959.05,3740.83,16.56,UPI,0,Bale-50kg
TXN2022-001565,28-12-2022,Dairy Farm,Maize,Rabi,65,34.3,5.89,6928,34821.68,2922.62,9.06,Credit,7,Bale-50kg
TXN2022-000574,28-12-2022,Individual Farmer,Jowar,Rabi,69.1,30.9,5.35,7711,46625.25,3340.83,16.39,UPI,0,Bale-50kg
TXN2022-001018,28-12-2022,Co-operative,Maize,Rabi,62.8,37.2,4.33,6940,26703.11,3198.8,11.32,Bank Transfer,0,Bags
TXN2022-002958,28-12-2022,Individual Farmer,Jowar,Rabi,64.2,35.8,3.31,8576,28144.93,2726.5,15.3,UPI,0,Bags
TXN2022-002884,29-12-2022,Dairy Farm,Maize,Rabi,67.6,38.2,5.84,6837,39174.72,2311.11,11.78,UPI,0,Bale-50kg
TXN2022-004435,30-12-2022,Dairy Farm,Jowar,Rabi,64.6,35.4,6.74,8284,56137.46,2558.21,17.25,Bank Transfer,0,Bulk
